2015/3/19,星期四,14,10,阴~小雨    东北风 微风
2015/3/20,星期五,14,8 ,小雨~阴    东北风 3-4级
2015/3/21,星期六,20,9 ,多云~晴    西风  3-4级
2015/3/22,星期日,21,7 ,晴~多云    东风  3-4级
2015/3/23,星期一,15,7 ,阴~多云    东风  3-4级
2015/3/24,星期二,16,6 ,多云  东南风 3-4级
2015/3/25,星期三,16,7 ,多云  东风  3-4级
2015/3/26,星期四,15,8 ,阴~小雨    东风  微风
2015/3/27,星期五,16,8 ,阵雨~多云   东风~东南风  3-4级
2015/3/28,星期六,21,9 ,多云  西南风~西风  微风
2015/3/29,星期日,23,14,多云~阴    东南风 微风
2015/3/30,星期一,22,14,多云~阴    东南风 微风
2015/3/31,星期二,26,18,多云  南风~东风   3-4级
2015/4/1,星期三,17,13,阴   东风  4-5级
2015/4/2,星期四,27,12,雷雨  南风~北风   4-5级~3-4级
2015/4/3,星期五,15,9 ,阴~小雨    东北风~东风  微风
2015/4/4,星期六,13,10,雷雨  东风  3-4级
2015/4/5,星期日,13,9 ,中雨  东北风 3-4级
2015/4/6,星期一,12,5 ,雷雨  东北风 4-5级
2015/4/7,星期二,8 ,3 ,阵雨~阴    东北风 3-4级
2015/4/8,星期三,13,4 ,多云  东北风~东风  3-4级
2015/4/9,星期四,16,6 ,多云  东风  微风
2015/4/10,星期五,17,7 ,晴   东风  微风
2015/4/11,星期六,19,9 ,多云  东南风 微风
2015/4/12,星期日,21,7 ,雷雨~阴    西北风 5-6级
2015/4/13,星期一,14,7 ,阵雨~小雨   西北风 4-5级~3-4级
2015/4/14,星期二,19,6 ,多云~晴    西风~西南风  4-5级~3-4级
2015/4/15,星期三,22,13,多云  西南风~西北风 3-4级
2015/4/16,星期四,22,10,晴   北风~东南风  4-5级
2015/4/17,星期五,23,13,阴   东南风 3-4级
2015/4/18,星期六,24,16,阴~雷雨    东风~北风   4-5级~3-4级
2015/4/19,星期日,19,10,小雨~中雨   东北风~北风  3-4级~4-5级
2015/4/20,星期一,17,8 ,阴~多云    北风  3-4级~微风
2015/4/21,星期二,20,8 ,多云  东风  微风
2015/4/22,星期三,25,12,多云  西风~无持续风向    微风
2015/4/23,星期四,27,13,多云  东南风 微风
2015/4/24,星期五,26,13,晴   东南风~东风  微风
2015/4/25,星期六,28,14,晴~多云    东南风 微风
2015/4/26,星期日,28,16,晴   南风  3-4级
2015/4/27,星期一,28,18,多云~阴    南风  微风
2015/4/28,星期二,30,17,雷雨  西南风 4-5级
2015/4/29,星期三,22,14,阴~多云    东北风 微风
2015/4/30,星期四,25,14,晴~多云    东北风~东风  微风
2015/5/1,星期五,27,17,多云~小到中雨 东南风~东风  3-4级
2015/5/2,星期六,21,14,中雨~阴    北风  4-5级~微风
2015/5/3,星期日,25,15,多云  东风~东北风  微风
2015/5/4,星期一,23,12,多云  东风  3-4级
2015/5/5,星期二,25,15,多云~阴    东南风 微风
2015/5/6,星期三,22,16,阵雨~多云   南风~东风   微风
2015/5/7,星期四,27,17,多云  东南风 3-4级
2015/5/8,星期五,25,16,雷雨~阵雨   东南风~东风  3-4级
2015/5/9,星期六,24,15,多云  东风~东南风  3-4级
2015/5/10,星期日,26,17,多云~小到中雨 东南风 4-5级
2015/5/11,星期一,22,13,中雨~多云   西风~西南风  4-5级~3-4级
2015/5/12,星期二,26,15,多云  西南风 4-5级
2015/5/13,星期三,29,20,晴~多云    西南风 4-5级~3-4级
2015/5/14,星期四,31,22,多云~中雨   南风~西北风  微风
2015/5/15,星期五,25,16,小到中雨~阴  南风~东北风  3-4级
2015/5/16,星期六,24,15,多云  东风  3-4级
2015/5/17,星期日,26,18,多云~雷雨   东南风~南风  3-4级~微风
2015/5/18,星期一,25,17,小雨~多云   东风~西风   3-4级
2015/5/19,星期二,29,19,多云  东南风 微风
2015/5/20,星期三,27,15,多云  东北风~东风  3-4级
2015/5/21,星期四,25,15,晴~多云    东风  微风
2015/5/22,星期五,26,17,多云~阴    东南风~东风  3-4级~微风
2015/5/23,星期六,26,18,阴~多云    东风  微风
2015/5/24,星期日,27,19,多云  东风~东南风  3-4级
2015/5/25,星期一,29,19,晴~多云    东风  微风
2015/5/26,星期二,27,20,多云~阴    东南风 3-4级
2015/5/27,星期三,22,17,阵雨  东风  3-4级
2015/5/28,星期四,27,20,阴   东风  3-4级
2015/5/29,星期五,23,20,中到大雨~中雨 东风  微风
2015/5/30,星期六,26,19,多云~晴    北风~东北风  3-4级
2015/5/31,星期日,27,19,多云  东风~东南风  微风
2015/6/1,星期一,31,23,多云~雷雨   东南风 3-4级
2015/6/2,星期二,25,19,暴雨~小到中雨 东风  3-4级~4-5级
2015/6/3,星期三,26,16,阴~晴 东北风~东风  3-4级~微风
2015/6/4,星期四,26,19,多云  东风~东南风  微风
2015/6/5,星期五,28,19,晴   西南风 3-4级
2015/6/6,星期六,32,21,多云  东南风 微风
2015/6/7,星期日,27,21,雷雨~大雨   东南风~东风  4-5级
2015/6/8,星期一,27,20,阴   东风  微风
2015/6/9,星期二,29,22,阴   东南风 微风
2015/6/10,星期三,28,21,阴~多云    南风~西南风  微风
2015/6/11,星期四,33,22,多云  西南风 3-4级
2015/6/12,星期五,34,23,晴~多云    西南风 微风
2015/6/13,星期六,33,25,多云  西南风 微风
2015/6/14,星期日,32,23,多云~阴    西风~南风   微风
2015/6/15,星期一,28,21,雷雨  东风  微风
2015/6/16,星期二,21,18,大雨~暴雨   东风  3-4级~4-5级
2015/6/17,星期三,22,18,小雨~阴    东风  3-4级
2015/6/18,星期四,28,19,多云  东北风~东南风 3-4级
2015/6/19,星期五,29,21,多云  东南风~东风  微风
2015/6/20,星期六,30,21,多云~阴    东风  微风
2015/6/21,星期日,26,21,阵雨  东风  3-4级
2015/6/22,星期一,26,21,阴   东南风 微风
2015/6/23,星期二,25,23,阵雨~小雨   东风  3-4级
2015/6/24,星期三,26,22,小雨~小到中雨 东风  3-4级
2015/6/25,星期四,30,23,阴~中雨    西风  3-4级
2015/6/26,星期五,26,21,雷雨~大雨   西北风~南风  微风~3-4级
2015/6/27,星期六,23,19,暴雨  东风  3-4级
2015/6/28,星期日,24,21,中到大雨~小雨 东风  3-4级
2015/6/29,星期一,24,21,大雨~雷雨   东南风~西风  3-4级
2015/6/30,星期二,27,21,中到大雨~小雨 西北风 3-4级
2015/7/1,星期三,29,21,多云~晴    西风  微风
2015/7/2,星期四,32,23,多云  东南风 3-4级
2015/7/3,星期五,30,21,多云  东风  微风
2015/7/4,星期六,28,19,阴   东风  3-4级
2015/7/5,星期日,28,19,阴   东风  3-4级
2015/7/6,星期一,22,18,小雨~中到大雨 东北风 3-4级
2015/7/7,星期二,24,19,雷雨  东北风 3-4级
2015/7/8,星期三,24,20,小到中雨~小雨 东北风 3-4级
2015/7/9,星期四,27,22,阴   东北风 3-4级
2015/7/10,星期五,31,24,阴~阵雨    东风  3-4级~4-5级
2015/7/11,星期六,27,23,大雨~大到暴雨 东北风~北风  6-7级
2015/7/12,星期日,29,23,阴~多云    西北风~西风  5-6级~4-5级
2015/7/13,星期一,35,25,多云  西南风~东风  3-4级
2015/7/14,星期二,35,25,晴~多云    东南风~无持续风向   微风
2015/7/15,星期三,32,24,多云  东风  微风
2015/7/16,星期四,29,23,雷阵雨~小到中雨    东风  3-4级
2015/7/17,星期五,25,22,中雨  东风  4-5级
2015/7/18,星期六,27,23,雷阵雨 东风  3-4级
2015/7/19,星期日,26,24,大雨~小雨   东风~东北风  微风
2015/7/20,星期一,28,24,阴   东风  微风
2015/7/21,星期二,30,24,多云  东风  3-4级
2015/7/22,星期三,31,25,多云~阴    东风  3-4级
2015/7/23,星期四,31,25,雷阵雨 东北风 3-4级
2015/7/24,星期五,28,24,中雨  东北风 3-4级
2015/7/25,星期六,29,25,中雨~小雨   南风  微风
2015/7/26,星期日,32,26,雷阵雨~多云  西南风 微风
2015/7/27,星期一,35,27,多云  西南风 3-4级
2015/7/28,星期二,36,27,多云~晴    西南风 3-4级
2015/7/29,星期三,37,28,多云  西南风 3-4级
2015/7/30,星期四,35,27,晴~多云    南风  3-4级
2015/7/31,星期五,35,27,晴   南风  微风
2015/8/1,星期六,35,27,阴~多云    东南风~西南风 微风
2015/8/2,星期日,37,28,晴   西南风 微风
2015/8/3,星期一,37,28,晴   西南风 微风
2015/8/4,星期二,37,28,晴   西南风~南风  3-4级
2015/8/5,星期三,37,28,多云  南风  微风
2015/8/6,星期四,35,26,多云  东南风~东风  微风~3-4级
2015/8/7,星期五,34,26,多云  东风  3-4级
2015/8/8,星期六,33,26,多云~雷阵雨  东风  4-5级
2015/8/9,星期日,30,25,雷阵雨~小到中雨    东风  4-5级~5-6级
2015/8/10,星期一,28,24,暴雨~小到中雨 东风~西风   6-7级~4-5级
2015/8/11,星期二,28,23,阴~多云    西北风~西风  4-5级~3-4级
2015/8/12,星期三,31,23,多云  东北风~东风  微风
2015/8/13,星期四,30,23,多云  东风~东南风  3-4级
2015/8/14,星期五,32,23,多云  东南风~东风  微风
2015/8/15,星期六,30,24,阴   东风  微风
2015/8/16,星期日,30,23,多云~晴    东风  微风
2015/8/17,星期一,31,24,多云  东风  3-4级
2015/8/18,星期二,30,23,多云  东风  3-4级
2015/8/19,星期三,30,24,阴~大雨    东风  3-4级
2015/8/20,星期四,26,23,阵雨~阴    西风~北风   3-4级~微风
2015/8/21,星期五,29,23,阴~多云    北风  微风
2015/8/22,星期六,28,21,阴   东风  微风
2015/8/23,星期日,28,21,阴   东风  3-4级
2015/8/24,星期一,24,20,小到中雨~多云 东北风~北风  4-5级~3-4级
2015/8/25,星期二,29,21,多云  西北风 微风
2015/8/26,星期三,30,22,多云  西风  微风
2015/8/27,星期四,30,22,阵雨~多云   东北风 微风
2015/8/28,星期五,30,22,多云  北风  3-4级
2015/8/29,星期六,31,22,多云  东北风~东风  3-4级
2015/8/30,星期日,31,22,多云  东风  微风
2015/8/31,星期一,30,22,多云  东风~东南风  微风
2015/9/1,星期二,29,22,雷阵雨~多云  东风  3-4级
2015/9/2,星期三,30,22,多云  西北风 3-4级
2015/9/3,星期四,29,22,多云  西北风~东风  微风
2015/9/4,星期五,30,23,阴~中雨    东风  微风
2015/9/5,星期六,28,22,阴~多云    北风  微风
2015/9/6,星期日,28,21,多云  北风  微风
2015/9/7,星期一,28,21,多云  北风~东北风  3-4级
2015/9/8,星期二,28,20,多云  东北风 3-4级
2015/9/9,星期三,28,19,晴~多云    东风  微风
2015/9/10,星期四,28,20,晴~多云    东北风 微风
2015/9/11,星期五,27,20,多云~阵雨   北风  微风
2015/9/12,星期六,24,16,阴~多云    北风  4-5级~3-4级
2015/9/13,星期日,25,17,多云  东北风~东风  微风
2015/9/14,星期一,26,20,多云  东风  微风
2015/9/15,星期二,26,18,阴~多云    东风  3-4级
2015/9/16,星期三,27,18,多云~晴    东北风~东风  3-4级
2015/9/17,星期四,26,18,多云  东北风~东风  微风
2015/9/18,星期五,27,19,多云  东风  微风
2015/9/19,星期六,28,20,多云  东风  3-4级
2015/9/20,星期日,26,19,多云~晴    东风  3-4级
2015/9/21,星期一,27,20,多云  东风  3-4级
2015/9/22,星期二,26,21,阵雨~小雨   东风~东南风  3-4级
2015/9/23,星期三,26,19,多云  西风~东风   微风
2015/9/24,星期四,26,20,多云~小雨   东北风 3-4级
2015/9/25,星期五,27,19,阴~多云    东风  3-4级
2015/9/26,星期六,28,18,多云~晴    东北风 3-4级
2015/9/27,星期日,27,18,晴   东北风 微风
2015/9/28,星期一,27,20,多云~阵雨   东北风 微风~3-4级
2015/9/29,星期二,25,21,阵雨  东风  5-6级
2015/9/30,星期三,26,19,阵雨~中到大雨 东风  4-5级
2015/9/1,星期二,29,22,雷阵雨~多云  东风  3-4级
2015/9/2,星期三,30,22,多云  西北风 3-4级
2015/9/3,星期四,29,22,多云  西北风~东风  微风
2015/9/4,星期五,30,23,阴~中雨    东风  微风
2015/9/5,星期六,28,22,阴~多云    北风  微风
2015/9/6,星期日,28,21,多云  北风  微风
2015/9/7,星期一,28,21,多云  北风~东北风  3-4级
2015/9/8,星期二,28,20,多云  东北风 3-4级
2015/9/9,星期三,28,19,晴~多云    东风  微风
2015/9/10,星期四,28,20,晴~多云    东北风 微风
2015/9/11,星期五,27,20,多云~阵雨   北风  微风
2015/9/12,星期六,24,16,阴~多云    北风  4-5级~3-4级
2015/9/13,星期日,25,17,多云  东北风~东风  微风
2015/9/14,星期一,26,20,多云  东风  微风
2015/9/15,星期二,26,18,阴~多云    东风  3-4级
2015/9/16,星期三,27,18,多云~晴    东北风~东风  3-4级
2015/9/17,星期四,26,18,多云  东北风~东风  微风
2015/9/18,星期五,27,19,多云  东风  微风
2015/9/19,星期六,28,20,多云  东风  3-4级
2015/9/20,星期日,26,19,多云~晴    东风  3-4级
2015/9/21,星期一,27,20,多云  东风  3-4级
2015/9/22,星期二,26,21,阵雨~小雨   东风~东南风  3-4级
2015/9/23,星期三,26,19,多云  西风~东风   微风
2015/9/24,星期四,26,20,多云~小雨   东北风 3-4级
2015/9/25,星期五,27,19,阴~多云    东风  3-4级
2015/9/26,星期六,28,18,多云~晴    东北风 3-4级
2015/9/27,星期日,27,18,晴   东北风 微风
2015/9/28,星期一,27,20,多云~阵雨   东北风 微风~3-4级
2015/9/29,星期二,25,21,阵雨  东风  5-6级
2015/9/30,星期三,26,19,阵雨~中到大雨 东风  4-5级
2015/10/1,星期四,23,14,多云~晴    西北风~南风  4-5级~3-4级
2015/10/2,星期五,24,15,晴   南风~东南风  微风
2015/10/3,星期六,25,17,多云  东风  微风
2015/10/4,星期日,25,19,多云~小雨   东风  3-4级
2015/10/5,星期一,23,18,阴~多云    东风~东南风  3-4级
2015/10/6,星期二,24,19,阴~阵雨    东风  3-4级
2015/10/7,星期三,22,18,阵雨  东风~东北风  3-4级~微风
2015/10/8,星期四,19,15,阴~多云    东北风~北风  4-5级
2015/10/9,星期五,22,12,多云~晴    西北风~西风  3-4级
2015/10/10,星期六,23,10,晴~多云    西北风 3-4级~微风
2015/10/11,星期日,20,10,晴   西北风 3-4级
2015/10/12,星期一,22,11,晴   西北风 3-4级
2015/10/13,星期二,24,13,晴~多云    东风~东南风  微风
2015/10/14,星期三,24,13,多云  东南风 微风
2015/10/15,星期四,25,14,晴   南风  3-4级
2015/10/16,星期五,26,15,晴   东风  3-4级
2015/10/17,星期六,26,14,晴   东风  微风
2015/10/18,星期日,25,14,晴~多云    东风  微风
2015/10/19,星期一,24,15,多云  东风  微风
2015/10/20,星期二,25,16,多云  东风  3-4级
2015/10/21,星期三,25,16,多云  东风  3-4级
2015/10/22,星期四,25,16,多云  东风  微风
2015/10/23,星期五,25,17,多云  东风  3-4级
2015/10/24,星期六,25,17,多云  东风~东北风  3-4级
2015/10/25,星期日,23,16,多云~阴    东风  3-4级
2015/10/26,星期一,24,14,小雨  东风~西北风  3-4级
2015/10/27,星期二,19,11,多云  西北风~东北风 3-4级
2015/10/28,星期三,20,12,阴   东风  3-4级
2015/10/29,星期四,18,12,阴~多云    东北风 微风~3-4级
2015/10/30,星期五,18,10,多云  东北风 4-5级~3-4级
2015/10/31,星期六,17,11,多云~阵雨   东北风 3-4级
2015/11/1,星期日,17,8 ,多云~晴    西北风~西风  微风
2015/11/2,星期一,18,8 ,晴   西北风~东风  3-4级
2015/11/3,星期二,20,11,多云  东南风 3-4级
2015/11/4,星期三,21,14,阴   东南风 4-5级
2015/11/5,星期四,23,16,阴~小雨    东风  3-4级
2015/11/6,星期五,26,19,阵雨  东南风~西北风 3-4级
2015/11/7,星期六,17,12,阵雨~小雨   西北风~北风  3-4级
2015/11/8,星期日,13,9 ,阵雨~多云   西北风 3-4级
2015/11/9,星期一,13,8 ,多云  北风  3-4级
2015/11/10,星期二,15,9 ,多云  北风~东风   3-4级
2015/11/11,星期三,16,10,阴   东风  微风
2015/11/12,星期四,16,13,小雨  东风  3-4级
2015/11/13,星期五,16,12,阴   西风  微风
2015/11/14,星期六,17,10,多云  西北风 3-4级
2015/11/15,星期日,18,11,阴~中雨    东风~东北风  微风~4-5级
2015/11/16,星期一,17,13,阴~小雨    北风~东风   3-4级
2015/11/17,星期二,15,12,小雨  东北风 3-4级
2015/11/18,星期三,15,11,小雨~小到中雨 东北风 3-4级
2015/11/19,星期四,14,11,小雨~阴    东风  微风
2015/11/20,星期五,16,11,阴   东风  微风
2015/11/21,星期六,16,13,阴~阵雨    东风  微风
2015/11/22,星期日,17,14,小雨  东风  3-4级
2015/11/23,星期一,16,10,小雨  北风~东北风  3-4级~4-5级
2015/11/24,星期二,11,3 ,小雨~小到中雨 东北风 5-6级~4-5级
2015/11/25,星期三,5 ,0 ,多云~晴    西北风 3-4级
2015/11/26,星期四,3 ,-4,晴   西北风 3-4级~微风
2015/11/27,星期五,5 ,-2,晴~多云    南风  3-4级
2015/11/28,星期六,12,3 ,多云~阴    东南风 3-4级
2015/11/29,星期日,16,6 ,多云~晴    东南风~西北风 微风
2015/11/30,星期一,15,5 ,多云  东风  微风
2015/12/1,星期二,17,10,多云~阴    东南风~西北风 微风~3-4级
2015/12/2,星期三,12,3 ,多云~晴    西北风 4-5级
2015/12/3,星期四,10,0 ,晴   西北风 3-4级~微风
2015/12/4,星期五,9 ,2 ,晴~多云    西风  微风
2015/12/5,星期六,8 ,4 ,阵雨  西风  微风
2015/12/6,星期日,10,2 ,多云  东风  微风
2015/12/7,星期一,12,3 ,晴   东风  微风
2015/12/8,星期二,13,6 ,多云  东风  3-4级
2015/12/9,星期三,12,8 ,小雨  东风  微风
2015/12/10,星期四,12,7 ,阴~多云    西北风~北风  微风
2015/12/11,星期五,10,1 ,多云  北风  3-4级
2015/12/12,星期六,10,2 ,晴~多云    东北风 3-4级
2015/12/13,星期日,9 ,3 ,多云~阴    北风  3-4级
2015/12/14,星期一,10,4 ,阴   西北风~西风  微风
2015/12/15,星期二,10,0 ,多云~晴    西北风 3-4级~4-5级
2015/12/16,星期三,6 ,-3,晴   北风  3-4级
2015/12/17,星期四,5 ,-3,晴   西风  3-4级
2015/12/18,星期五,6 ,-2,多云  东风  3-4级
2015/12/19,星期六,9 ,2 ,阴~小雨    东风  微风
2015/12/20,星期日,8 ,2 ,小雨~阴    西南风~东风  3-4级~微风
2015/12/21,星期一,8 ,0 ,多云~阴    东风  微风
2015/12/22,星期二,11,6 ,阴   东风  3-4级
2015/12/23,星期三,10,7 ,阴~小雨    东北风 3-4级
2015/12/24,星期四,10,4 ,小雨~阴    北风~东北风  微风
2015/12/25,星期五,10,2 ,多云~晴    西风  3-4级
2015/12/26,星期六,14,4 ,晴~多云    西南风 微风
2015/12/27,星期日,9 ,1 ,阴~多云    东北风 4-5级~3-4级
2015/12/28,星期一,6 ,-1,多云  东北风~东风  3-4级
2015/12/29,星期二,9 ,0 ,多云  东风  微风
2015/12/30,星期三,11,0 ,晴   西风  3-4级
2015/12/31,星期四,9 ,-1,晴   北风  3-4级
2016/1/1,星期五,11,2 ,多云  东南风微风   123轻度污染
2016/1/2,星期六,15,7 ,多云~阴    南风3-4级  172中度污染
2016/1/3,星期日,16,7 ,多云~阴    东南风微风   137轻度污染
2016/1/4,星期一,13,7 ,小雨~小到中雨 北风3-4级  228重度污染
2016/1/5,星期二,10,6 ,小雨  东北风微风   42优
2016/1/6,星期三,10,4 ,多云  东北风微风   87良
2016/1/7,星期四,8 ,-1,阴~多云    东北风微风   102轻度污染
2016/1/8,星期五,7 ,0 ,多云~阴    北风微风    108轻度污染
2016/1/9,星期六,9 ,2 ,多云~阴    东南风3-4级 225重度污染
2016/1/10,星期日,11,4 ,小雨  东风微风    180中度污染
2016/1/11,星期一,7 ,1 ,小雨  东北风微风   63良
2016/1/12,星期二,4 ,-1,阴   北风微风    100良
2016/1/13,星期三,5 ,-1,多云  西北风微风   189中度污染
2016/1/14,星期四,7 ,-1,阴   西南风微风   165中度污染
2016/1/15,星期五,9 ,1 ,多云  西风微风    152中度污染
2016/1/16,星期六,10,2 ,阴~小雨    东风微风    129轻度污染
2016/1/17,星期日,10,0 ,小雨~多云   北风微风    247重度污染
2016/1/18,星期一,4 ,-3,多云  西北风微风   137轻度污染
2016/1/19,星期二,3 ,-4,多云  东北风3-4级 117轻度污染
2016/1/20,星期三,5 ,-1,阴~雨夹雪   东北风微风   33优
2016/1/21,星期四,4 ,0 ,雨夹雪 东北风微风   45优
2016/1/22,星期五,7 ,-3,小雨~雨夹雪  东北风微风   120轻度污染
2016/1/23,星期六,-4,-9,多云~阴    西北风微风   65良
2016/1/24,星期日,-5,-9,多云  西北风微风   72良
2016/1/25,星期一,1 ,-7,多云  西风微风    67良
2016/1/26,星期二,5 ,-3,多云  西南风微风   75良
2016/1/27,星期三,9 ,1 ,多云~小雨   东南风微风   104轻度污染
2016/1/28,星期四,6 ,3 ,小雨  东北风微风   104轻度污染
2016/1/29,星期五,7 ,1 ,小雨~雨夹雪  东北风微风   81良
2016/1/30,星期六,7 ,0 ,小雨~阴    东北风微风   78良
2016/1/31,星期日,3 ,-3,雨夹雪~阴   东北风3-4级 83良
2016/2/1,星期一,1 ,-3,阴   北风微风    85良
2016/2/2,星期二,5 ,-3,多云  西风微风    145轻度污染
2016/2/3,星期三,6 ,-1,多云  东风微风    163中度污染
2016/2/4,星期四,8 ,-1,多云  东北风微风   155中度污染
2016/2/5,星期五,9 ,-1,多云  西北风微风   197中度污染
2016/2/6,星期六,6 ,-3,多云  西北风3-4级 91良
2016/2/7,星期日,9 ,-1,多云  西风微风    112轻度污染
2016/2/8,星期一,15,2 ,晴   西风3-4级  213重度污染
2016/2/9,星期二,19,3 ,多云  东南风微风   172中度污染
2016/2/10,星期三,20,7 ,多云~阴    东南风微风   137轻度污染
2016/2/11,星期四,20,11,小雨  东南风微风   58良
2016/2/12,星期五,23,12,小雨  东风微风    155中度污染
2016/2/13,星期六,16,0 ,小雨~阴    西风微风    92良
2016/2/14,星期日,5 ,-3,阴   西北风微风   51良
2016/2/15,星期一,6 ,-2,多云  西风微风    44优
2016/2/16,星期二,9 ,-1,多云  西风微风    54良
2016/2/17,星期三,11,2 ,多云  南风微风    88良
2016/2/18,星期四,15,3 ,多云~阴    西风微风    96良
2016/2/19,星期五,14,2 ,阴~多云    东风微风    153中度污染
2016/2/20,星期六,11,-1,多云~晴    北风3-4级  186中度污染
2016/2/21,星期日,12,2 ,多云~小雨   东南风微风   91良
2016/2/22,星期一,8 ,2 ,小雨~多云   东南风微风   72良
2016/2/23,星期二,11,0 ,多云  东北风微风   163中度污染
2016/2/24,星期三,9 ,0 ,多云  东风微风    94良
2016/2/25,星期四,12,2 ,阴   南风微风    82良
2016/2/26,星期五,16,6 ,阴   西风微风    126轻度污染
2016/2/27,星期六,19,7 ,多云  西南风微风   83良
2016/2/28,星期日,17,0 ,阴   西北风微风   145轻度污染
